learning_id,application,class,identity,label,model,module,ownership_class,source_root,generation_basis,evidence_pointer,reachability,criticality,research_status,register_coverage,detail,open_question,material_delta,NA_PROCESS,DIM_PROCESS,NA_CONFIGURATION,DIM_CONFIGURATION,NA_OPTIONAL_FUNCTION,DIM_OPTIONAL_FUNCTION,NA_SOURCE,DIM_SOURCE,NA_RUNTIME,DIM_RUNTIME,DIM_DATA_MODEL,NA_DATA_MODEL,NA_SECURITY,DIM_SECURITY,DIM_CROSS_MODULE,NA_CROSS_MODULE,DIM_EDGE,NA_EDGE,FUNCTION_COMPLETE,APPLICABLE_DIMS,VERIFIED_DIMS,CONFIG_CONDITION,OPTIONAL_CLASS,OPTIONAL_ACTIVATION,SECURITY_CONDITION,PROCESS_CONDITION,EDGE_CONDITION,PROCESS_FACETS,CROSS_MODULE_CONDITION,DATA_CONDITION,RUNTIME_CONDITION,DET_PROCESS,RV_PROCESS,DET_CONFIGURATION,RV_CONFIGURATION,DET_OPTIONAL_FUNCTION,RV_OPTIONAL_FUNCTION,DET_SOURCE,RV_SOURCE,DET_RUNTIME,RV_RUNTIME,DET_DATA_MODEL,RV_DATA_MODEL,DET_SECURITY,RV_SECURITY,DET_CROSS_MODULE,RV_CROSS_MODULE,DET_EDGE,RV_EDGE,DETERMINED_COMPLETE,RESEARCH_COMPLETE
LI-INV-FIELD-1719,Inventory,FIELD,stock.valuation.adjustment.lines.cost_id,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:310,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO stock.landed.cost — inside the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1720,Inventory,FIELD,stock.valuation.adjustment.lines.cost_line_id,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:313,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO stock.landed.cost.lines — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1721,Inventory,FIELD,stock.valuation.adjustment.lines.currency_id,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:332,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'cost_id.company_id.currency_id'"", ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1722,Inventory,FIELD,stock.valuation.adjustment.lines.final_cost,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:329,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Monetary"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_final_cost'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO New Value — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1723,Inventory,FIELD,stock.valuation.adjustment.lines.former_cost,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:325,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Monetary"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO Original Value — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1724,Inventory,FIELD,stock.valuation.adjustment.lines.move_id,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:315,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO stock.move — inside the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1725,Inventory,FIELD,stock.valuation.adjustment.lines.name,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:308,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Char"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_name'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO Description — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1726,Inventory,FIELD,stock.valuation.adjustment.lines.product_id,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:316,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO product.product — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1727,Inventory,FIELD,stock.valuation.adjustment.lines.quantity,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:317,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Float"", ""required"": ""True"", ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO Quantity — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1728,Inventory,FIELD,stock.valuation.adjustment.lines.volume,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:323,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Float"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO Volume — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1729,Inventory,FIELD,stock.valuation.adjustment.lines.weight,,stock.valuation.adjustment.lines,stock_landed_costs,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_landed_costs/models/stock_landed_cost.py:320,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Float"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",OPTIONAL MODULE FEATURE,module install: stock_landed_costs,"OBJECT-LEVEL: 1 access grants, 0 record rules",,,,RELATES TO Weight — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1730,Inventory,FIELD,stock.warehouse.active,,stock.warehouse,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/models/stock_warehouse.py:36,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,RELATES TO Active — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1731,Inventory,FIELD,stock.warehouse.buy_pull_id,,stock.warehouse,purchase_stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),purchase_stock/models/stock.py:52,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,RELATES TO stock.rule — inside the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1732,Inventory,FIELD,stock.warehouse.buy_to_resupply,,stock.warehouse,purchase_stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),purchase_stock/models/stock.py:48,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_buy_to_resupply'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,RELATES TO Buy to Resupply — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1733,Inventory,FIELD,stock.warehouse.code,,stock.warehouse,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/models/stock_warehouse.py:50,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Char"", ""required"": ""True"", ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,RELATES TO Short Name — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1734,Inventory,FIELD,stock.warehouse.company_country_id,,stock.warehouse,stock_intrastat,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock_intrastat/models/stock_warehouse.py:9,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": ""'company_id.account_fiscal_country_id'"", ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1735,Inventory,FIELD,stock.warehouse.company_id,,stock.warehouse,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/models/stock_warehouse.py:37,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,RELATES TO res.company — OUTSIDE the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1736,Inventory,FIELD,stock.warehouse.country_code,,stock.warehouse,l10n_pe_reports_stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),l10n_pe_reports_stock/models/stock_warehouse.py:7,MODULE NOT INSTALLED ON ANY OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Char"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": ""'company_id.account_fiscal_country_id.code'"", ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
LI-INV-FIELD-1737,Inventory,FIELD,stock.warehouse.delivery_route_id,,stock.warehouse,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/models/stock_warehouse.py:82,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,05,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null}",,,"the class is a declaration, not an invocable behaviour",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,VERIFIED,,,VERIFIED,VERIFIED,,NA,the class has no lifecycle and therefore no reverse/cancel/return path,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 8 access grants, 2 record rules",,,,RELATES TO stock.route — inside the domain,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,NA,NA,YES,NO
