learning_id,class,identity,label,model,module,evidence_pointer,criticality,detail,research_status,register_coverage,open_question,material_delta
LI-INV-MENUX-0131,MENUX,sale_shopee.accounts_menu,Accounts,,sale_shopee,sale_shopee/views/menus.xml,STANDARD,"{""parent"": null, ""action"": ""sale_shopee.action_shopee_account_list"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0132,MENUX,sale_shopee.items_menu,Shopee Items,,sale_shopee,sale_shopee/views/menus.xml,STANDARD,"{""parent"": null, ""action"": ""sale_shopee.sale_shopee_item_action"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0133,MENUX,sale_shopee.root_menu,Shopee,,sale_shopee,sale_shopee/views/menus.xml,STANDARD,"{""parent"": ""sale.menu_sale_config"", ""action"": null, ""groups"": ""sales_team.group_sale_manager""}",DISCOVERED,,,
LI-INV-MENUX-0134,MENUX,stock_barcode.stock_barcode_menu,,,stock_barcode,stock_barcode/views/stock_barcode_views.xml,STANDARD,"{""parent"": null, ""action"": ""stock_barcode.stock_barcode_action_main_menu"", ""groups"": ""stock.group_stock_user""}",DISCOVERED,,,
LI-INV-ACTION-0001,ACTION,delivery_iot.action_report_shipping_docs,Shipping Documents,stock.picking,delivery_iot,delivery_iot/report/delivery_carrier_reports.xml,CRITICAL,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0002,ACTION,delivery_iot.action_report_shipping_labels,Shipping Labels,stock.picking,delivery_iot,delivery_iot/report/delivery_carrier_reports.xml,CRITICAL,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0003,ACTION,delivery_starshipit.action_print_starshipit_labels,Print Starshipit Labels,stock.picking,delivery_starshipit,delivery_starshipit/views/stock_picking_views.xml,CRITICAL,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0004,ACTION,helpdesk_repair.action_repair_order_form,Create a Repair Order,repair.order,helpdesk_repair,helpdesk_repair/views/repair_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""form"", ""binding"": null, ""binding_type"": null, ""target"": ""current"", ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0005,ACTION,l10n_ar_stock.action_delivery_guide_report_pdf,Delivery Guide (AR),stock.picking,l10n_ar_stock,l10n_ar_stock/views/report_delivery_guide.xml,CRITICAL,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0006,ACTION,l10n_cl_edi_stock.action_delivery_guide_report_pdf,Delivery Guide SII DTE 52 (CL),stock.picking,l10n_cl_edi_stock,l10n_cl_edi_stock/views/report_delivery_guide.xml,CRITICAL,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0007,ACTION,l10n_ec_edi_stock.action_delivery_guide_report_pdf,Delivery Guide,stock.picking,l10n_ec_edi_stock,l10n_ec_edi_stock/views/report_delivery_guide.xml,CRITICAL,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0008,ACTION,l10n_mx_edi_stock.action_report_cartaporte,Carta Porte,stock.picking,l10n_mx_edi_stock,l10n_mx_edi_stock/views/report_cartaporte.xml,CRITICAL,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0009,ACTION,l10n_mx_edi_stock.l10n_mx_edi_customs_document_type_action,Documento Aduanero,l10n_mx_edi.customs.document.type,l10n_mx_edi_stock,l10n_mx_edi_stock/views/l10n_mx_edi_customs_document_type_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0010,ACTION,l10n_mx_edi_stock.l10n_mx_edi_customs_regime_action,Customs Regime,l10n_mx_edi.customs.regime,l10n_mx_edi_stock,l10n_mx_edi_stock/views/l10n_mx_edi_customs_regime_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0011,ACTION,l10n_pe_edi_stock.l10n_pe_edi_vehicle_actions,Vehicles (PE),l10n_pe_edi.vehicle,l10n_pe_edi_stock,l10n_pe_edi_stock/views/vehicle_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0012,ACTION,l10n_pe_edi_stock.vehicle_list_action,vehicles,l10n_pe_edi.vehicle,l10n_pe_edi_stock,l10n_pe_edi_stock/views/vehicle_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0013,ACTION,l10n_tr_nilvera_edispatch.action_export_l10n_tr_nilvera_edispatch_list,Generate GİB e-Dispatch (XML),stock.picking,l10n_tr_nilvera_edispatch,l10n_tr_nilvera_edispatch/views/stock_picking_views.xml,CRITICAL,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0014,ACTION,l10n_tr_nilvera_edispatch.action_l10n_tr_nilvera_trailer_plate,GİB Plate Numbers,l10n_tr.nilvera.trailer.plate,l10n_tr_nilvera_edispatch,l10n_tr_nilvera_edispatch/views/l10n_tr_nilvera_trailer_plate_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0015,ACTION,l10n_tr_nilvera_edispatch.action_mark_l10n_tr_nilvera_edispatch_status,Mark as sent (GİB e-Dispatch),stock.picking,l10n_tr_nilvera_edispatch,l10n_tr_nilvera_edispatch/views/stock_picking_views.xml,CRITICAL,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""stock.picking"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0016,ACTION,mrp.action_mrp_display,Mrp Display,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.client"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0017,ACTION,mrp.action_mrp_production_form,Manufacturing Orders,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0018,ACTION,mrp.action_mrp_production_moves,Inventory Moves,stock.move.line,mrp,mrp/views/stock_move_views.xml,CRITICAL,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""['|', ('move_id.raw_material_production_id', '=', active_id), ('move_id.production_id', '=', active_id)]"", ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0019,ACTION,mrp.action_mrp_routing_time,Work Orders,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""graph,pivot,list,form,calendar"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('operation_id.bom_id', '=', active_id), ('state', '=', 'done')]"", ""context"": ""{'search_default_done': True}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0020,ACTION,mrp.action_mrp_unbuild_moves,Stock Moves,stock.move.line,mrp,mrp/views/mrp_unbuild_views.xml,CRITICAL,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""['|', ('move_id.unbuild_id', '=', active_id), ('move_id.consume_unbuild_id', '=', active_id)]"", ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0021,ACTION,mrp.action_mrp_workcenter_load_report_graph,Work Center Loads,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""graph,pivot"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0022,ACTION,mrp.action_mrp_workorder_production,Work Orders Planning,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form,calendar,pivot,graph"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('production_state','not in',('done','cancel'))]"", ""context"": ""{'search_default_production': True, 'search_default_ready': True, 'search_default_blocked': True, 'search_default_progress': True}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0023,ACTION,mrp.action_mrp_workorder_production_specific,Work Orders,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form,calendar,pivot,graph"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('production_id', '=', active_id)]"", ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0024,ACTION,mrp.action_mrp_workorder_workcenter,Work Orders Planning,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form,calendar,pivot,graph"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": ""{'search_default_work_center': True, 'search_default_ready': True, 'search_default_blocked': True, 'search_default_progress': True, 'show_workcenter_status': True}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0025,ACTION,mrp.action_pause_workorders,Pause,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.workorder"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0026,ACTION,mrp.action_picking_tree_mrp_operation,Manufacturings,mrp.production,mrp,mrp/views/stock_picking_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form,calendar,activity"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": """", ""context"": ""{'default_company_id': allowed_company_ids[0]}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0027,ACTION,mrp.action_picking_tree_mrp_operation_graph,Manufacturings,mrp.production,mrp,mrp/views/stock_picking_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form,calendar,activity"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": """", ""context"": ""{'search_default_filter_confirmed': 1}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0028,ACTION,mrp.action_plan_with_components_availability,Plan based on Components Availability,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0029,ACTION,mrp.action_print_labels,Print Labels,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0030,ACTION,mrp.action_production_order_lock_unlock,Lock/Unlock,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0031,ACTION,mrp.action_production_order_mark_done,Mark as Done,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0032,ACTION,mrp.action_production_order_merge,Merge,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0033,ACTION,mrp.action_production_order_scrap,Scrap,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0034,ACTION,mrp.action_production_order_split,Split,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0035,ACTION,mrp.action_report_bom_structure,BoM Overview,mrp.bom,mrp,mrp/report/mrp_report_views_main.xml,STANDARD,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""mrp.bom"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0036,ACTION,mrp.action_report_finished_product,Finished Product Label (PDF),mrp.production,mrp,mrp/report/mrp_report_views_main.xml,STANDARD,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0037,ACTION,mrp.action_report_production_order,Production Order,mrp.production,mrp,mrp/report/mrp_report_views_main.xml,STANDARD,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0038,ACTION,mrp.action_report_workorder,Work Order,mrp.workorder,mrp,mrp/report/mrp_report_views_main.xml,STANDARD,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""mrp.workorder"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0039,ACTION,mrp.action_start_workorders,Start,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.workorder"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0040,ACTION,mrp.action_work_orders,Work Orders,mrp.workorder,mrp,mrp/views/mrp_workcenter_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,form,pivot,graph,calendar"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('state', 'not in', ('done', 'cancel'))]"", ""context"": ""{'search_default_workcenter_id': active_id}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0041,ACTION,mrp.label_manufacture_template,Finished Product Label (ZPL),mrp.production,mrp,mrp/report/mrp_report_views_main.xml,STANDARD,"{""kind"": ""ir.actions.report"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": ""report"", ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0042,ACTION,mrp.mrp_bom_form_action,Bills of Materials,mrp.bom,mrp,mrp/views/mrp_bom_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[]"", ""context"": ""{'default_company_id': allowed_company_ids[0]}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0043,ACTION,mrp.mrp_production_action,Manufacturing Orders,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form,calendar,pivot,graph,activity"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('picking_type_id.active', '=', True)]"", ""context"": ""{'search_default_todo': True, 'default_company_id': allowed_company_ids[0]}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0044,ACTION,mrp.mrp_production_action_picking_deshboard,Manufacturing Orders,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('picking_type_id', '=', active_id)]"", ""context"": ""{'default_picking_type_id': active_id}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0045,ACTION,mrp.mrp_production_action_unreserve_tree,Unreserve,mrp.production,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0046,ACTION,mrp.mrp_reception_action,MRP Reception Report,report.stock.report_reception,mrp,mrp/report/report_stock_reception.xml,STANDARD,"{""kind"": ""ir.actions.client"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0047,ACTION,mrp.mrp_routing_action,Operations,mrp.routing.workcenter,mrp,mrp/views/mrp_routing_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""['|', ('bom_id', '=', False), ('bom_id.active', '=', True)]"", ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0048,ACTION,mrp.mrp_unbuild,Unbuild Orders,mrp.unbuild,mrp,mrp/views/mrp_unbuild_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form,activity"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0049,ACTION,mrp.mrp_workorder_mrp_production_form,Work Orders,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""form"", ""binding"": null, ""binding_type"": null, ""target"": ""new"", ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0050,ACTION,mrp.mrp_workorder_report,Work Orders Analysis,mrp.workorder,mrp,mrp/views/mrp_workcenter_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""graph,pivot,list,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[]"", ""context"": ""{'search_default_workcenter': 1,\n                                   'search_default_ready': True,\n                                   'search_default_blocked': True,\n                                   "", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0051,ACTION,mrp.mrp_workorder_todo,Work Orders,mrp.workorder,mrp,mrp/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form,calendar,pivot,graph"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": ""{'search_default_ready': True, 'search_default_progress': True, 'search_default_blocked': True}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0052,ACTION,mrp.mrp_workorder_workcenter_report,Work Orders Performance,mrp.workorder,mrp,mrp/views/mrp_workcenter_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""graph,pivot,list,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('workcenter_id','=', active_id),('state','=','done')]"", ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0053,ACTION,mrp.product_open_bom,Bill of Materials,mrp.bom,mrp,mrp/views/mrp_bom_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[]"", ""context"": ""{'default_product_id': active_id}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0054,ACTION,mrp.template_open_bom,Bill of Materials,mrp.bom,mrp,mrp/views/mrp_bom_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""['|', ('product_tmpl_id', '=', active_id), ('byproduct_ids.product_id.product_tmpl_id', '=', active_id)]"", ""context"": ""{'default_product_tmpl_id': active_id}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0055,ACTION,mrp_account.action_wip_accounting,Post WIP Accounting Entry,mrp.production,mrp_account,mrp_account/wizard/mrp_wip_accounting.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""form"", ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": ""new"", ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0056,ACTION,mrp_maintenance.action_production_maintenance_request,Maintenance Request,mrp.production,mrp_maintenance,mrp_maintenance/views/mrp_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0057,ACTION,mrp_mps.action_mrp_mps,Master Production Schedule,mrp.production.schedule,mrp_mps,mrp_mps/views/mrp_mps_menu_views.xml,STANDARD,"{""kind"": ""ir.actions.client"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0058,ACTION,mrp_mps.action_mrp_mps_form_view,Add a Product,mrp.production.schedule,mrp_mps,mrp_mps/views/mrp_mps_menu_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""form"", ""binding"": null, ""binding_type"": null, ""target"": ""new"", ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0059,ACTION,mrp_plm.action_production_order_create_eco,Create ECO,mrp.production,mrp_plm,mrp_plm/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0060,ACTION,mrp_plm.mrp_bom_action_kanban,Bill of Materials,mrp.bom,mrp_plm,mrp_plm/views/mrp_bom_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""list,kanban,form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0061,ACTION,mrp_subcontracting.subcontracting_portal_view_production_action,Subcontracting Portal,stock.picking,mrp_subcontracting,mrp_subcontracting/views/subcontracting_portal_views.xml,CRITICAL,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""form"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0062,ACTION,mrp_workorder.action_mrp_display,Shop Floor,mrp.production,mrp_workorder,mrp_workorder/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.client"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": ""fullscreen"", ""domain"": null, ""context"": ""{\n            'search_default_filter_ready': True,\n            'search_default_ready': True,\n            'search_default_progress': True,\n            'search_view_ref': 'mrp_workorder.view_mrp_product"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0063,ACTION,mrp_workorder.action_mrp_workorder_dependencies_production,Work Orders Planning,mrp.workorder,mrp_workorder,mrp_workorder/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0064,ACTION,mrp_workorder.action_mrp_workorder_dependencies_workcenter,Work Orders Planning,mrp.workorder,mrp_workorder,mrp_workorder/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0065,ACTION,mrp_workorder.action_view_mrp_overview,Overview,stock.picking.type,mrp_workorder,mrp_workorder/views/mrp_production_views.xml,CRITICAL,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0066,ACTION,mrp_workorder.mrp_stock_picking_type_action,Overview,stock.picking.type,mrp_workorder,mrp_workorder/views/stock_picking_type_views.xml,CRITICAL,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""kanban"", ""binding"": null, ""binding_type"": null, ""target"": null, ""domain"": ""[('code', '=', 'mrp_operation')]"", ""context"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0067,ACTION,mrp_workorder.mrp_workorder_action_tablet,Work Orders,mrp.workorder,mrp_workorder,mrp_workorder/views/mrp_workorder_views.xml,STANDARD,"{""kind"": ""ir.actions.act_window"", ""view_mode"": ""kanban,list,form"", ""binding"": null, ""binding_type"": null, ""target"": ""fullscreen"", ""domain"": null, ""context"": ""{'search_default_workcenter_id': active_id, 'search_default_progress': True, 'search_default_ready': True}"", ""groups"": null}",DISCOVERED,,,
LI-INV-ACTION-0068,ACTION,mrp_workorder.production_order_unplan_server_action,Unplan orders,mrp.production,mrp_workorder,mrp_workorder/views/mrp_production_views.xml,STANDARD,"{""kind"": ""ir.actions.server"", ""view_mode"": null, ""binding"": ""mrp.production"", ""binding_type"": null, ""target"": null, ""domain"": null, ""context"": null, ""groups"": null}",DISCOVERED,,,
