id,binding_model_id,create_uid,write_uid,type,path,binding_type,binding_view_types,name,help,create_date,write_date,view_id,res_id,limit,search_view_id,domain,context,res_model,target,view_mode,mobile_view_mode,usage,filter,cache
102,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Mediums""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a Medium\\n            </p><p>\\n                UTM Mediums track the mean that was used to attract traffic (e.g. \\""Website\\"", \\""X\\"", ...).\\n            </p>\\n        ""}",2026-03-18 05:03:37.859467,2026-03-29 06:22:17.610377,\N,\N,80,302,\N,{},utm.medium,current,"list,form",kanban,\N,\N,t
109,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Incoming Mail Servers""}","{""en_US"": ""<div>\\n                    <b class=\\""o_view_nocontent_smiling_face\\"">\\n                        No Incoming Servers yet\\n                    </b>\\n                </div>\\n            ""}",2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,317,\N,80,319,\N,{},fetchmail.server,current,"list,form",kanban,\N,\N,t
27,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Attachments""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Attach a new document\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-29 06:22:24.936134,\N,\N,80,70,\N,{},ir.attachment,current,"kanban,list,form",kanban,\N,\N,t
111,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Tracking Values""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.tracking.value,current,"list,form",kanban,\N,\N,t
112,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Notifications""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.notification,current,"list,form",kanban,\N,\N,t
114,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Scheduled Messages""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.message.schedule,current,"list,form",kanban,\N,\N,t
113,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Messages""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,333,\N,{},mail.message,current,"list,form",kanban,\N,\N,t
116,180,1,1,ir.actions.act_window,\N,action,form,"{""en_US"": ""Messages""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,"[('email_from', '!=', False), ('fetchmail_server_id', '=', active_id)]","{'search_default_server_id': active_id, 'default_fetchmail_server_id': active_id}",mail.mail,current,"list,form",kanban,\N,\N,t
117,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Followers""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.followers,current,"list,form",kanban,\N,\N,t
119,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Channels/Members""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},discuss.channel.member,current,"list,form",kanban,\N,\N,t
118,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""ICE Servers""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">No ICE servers found. Let's create one!</p>\\n            <p>Use your own servers for calls to manage heavy traffic and ensure reliability if Twilio is unavailable.</p>\\n        ""}",2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.ice.server,current,"list,form,kanban",kanban,\N,\N,t
115,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Emails""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,340,\N,{},mail.mail,current,"list,form",kanban,\N,\N,t
121,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Link Previews""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.link.preview,current,"list,form",kanban,\N,\N,t
122,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""GIF favorite""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},discuss.gif.favorite,current,"list,form",kanban,\N,\N,t
128,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Activity Types""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.activity.type,current,"list,kanban,form",kanban,\N,\N,t
120,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""RTC sessions""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{'search_default_group_by_channel': True},discuss.channel.rtc.session,current,"list,form",kanban,\N,\N,t
331,466,1,1,ir.actions.act_window,\N,action,form,"{""en_US"": ""Generate a Payment Link""}",\N,2026-03-18 05:04:23.216988,2026-03-29 06:23:13.400823,709,\N,80,\N,\N,{},payment.link.wizard,new,form,kanban,\N,\N,t
123,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Join a group""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,361,\N,{},discuss.channel,current,"kanban,list,form",kanban,\N,\N,t
370,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Return Types""}",\N,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321,1042,\N,80,\N,\N,{},account.return.type,current,"list,form",kanban,\N,\N,t
338,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Online Synchronization""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Online Synchronization\\n              </p>\\n              <p>\\n                To create a synchronization with your banking institution,<br>\\n                please click on <b>Add a Bank Account</b>.\\n              </p>\\n            ""}",2026-03-18 05:04:25.828127,2026-03-29 06:24:46.842904,976,\N,80,\N,\N,{},account.online.link,current,"list,form",kanban,\N,\N,t
127,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Roles""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">No roles found. Let's create one!</p>\\n                <p>Notify multiple people at once by @-mentioning roles in conversations.</p>\\n            ""}",2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,366,\N,{},res.role,current,"list,form",kanban,\N,\N,t
124,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Channels""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,361,"[('channel_type', '=', 'channel')]",{},discuss.channel,current,"kanban,form",kanban,\N,\N,t
126,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Canned Responses""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                    No canned response found. Let's create one!\\n                </p><p>\\n                    Use canned responses to quickly insert prewritten messages with <i>::shortcut</i>. You can edit the text before sending.\\n                </p>\\n            ""}",2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,362,\N,{},mail.canned.response,current,"list,form,kanban",kanban,\N,\N,t
129,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Activity Overview""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,"{\n            'force_search_count': 1,\n        }",mail.activity,current,"list,form",kanban,\N,\N,t
131,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""My Activities""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,376,\N,"{\n            'force_search_count': 1,\n            'search_default_filter_user_id_uid': 1,\n            'search_default_filter_date_deadline_past': 1,\n            'search_default_filter_date_deadline_today': 1,\n        }",mail.activity,current,"list,kanban,calendar",kanban,\N,\N,t
379,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Invoices Analysis""}","{""en_US"": ""<p>From this report, you can have an overview of the amount invoiced to your customer. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.</p>""}",2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,\N,\N,80,\N,"[('state', 'not in', ['draft', 'cancel'])]","{'search_default_month':1, 'search_default_team_id': [active_id]}",account.invoice.report,current,graph,kanban,\N,\N,t
729,\N,1,1,ir.actions.act_window,ubos,action,"list,form","{""en_US"": ""Beneficial Owners""}",\N,2026-03-18 05:35:00.54713,2026-03-29 06:22:47.202223,\N,\N,80,1902,\N,{'search_default_group_by_partner_id': 1},equity.ubo,current,"list,form",kanban,\N,\N,t
806,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Orders""}",\N,2026-03-30 06:57:43.846231,2026-03-30 06:57:43.846231,\N,\N,80,2101,\N,"{\n            'search_default_config_id': [active_id],\n            'default_config_id': active_id}\n        ",pos.order,current,"list,form",kanban,\N,\N,t
407,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Quotations""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n            Create a new quotation, the first step of a new sale!\\n            </p><p>\\n            Once the quotation is confirmed by the customer, it becomes a sales order.<br> You will be able to create an invoice and collect the payment.\\n            </p>\\n        ""}",2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,1084,\N,80,1089,[],"{\n                'search_default_team_id': [active_id],\n                'default_team_id': active_id,\n                'show_address': 1,\n            }\n        ",sale.order,current,"list,form,calendar,graph,kanban,pivot",kanban,\N,\N,t
410,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Sales Orders""}",\N,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,\N,\N,80,1090,"[('invoice_status','=','to invoice')]","{\n                'search_default_team_id': [active_id],\n                'default_team_id': active_id,\n            }\n        ",sale.order,current,"list,form,calendar,graph,kanban,pivot",kanban,\N,\N,t
328,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Lock Journal Entries""}",\N,2026-03-18 05:04:19.213591,2026-03-29 06:24:40.849619,931,\N,80,\N,\N,{},account.change.lock.date,new,form,kanban,\N,\N,t
367,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Generate Return""}",\N,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321,1014,\N,80,\N,\N,{'open_account_return_on_save': True},account.return.creation.wizard,new,"list,form",kanban,\N,\N,t
371,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Check Templates""}",\N,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321,\N,\N,80,\N,\N,{},account.return.check.template,current,"list,form",kanban,\N,\N,t
130,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Other activities""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                No activities.\\n            </p>\\n        ""}",2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,376,"['|', ('id', 'in', context.get('active_ids')), '&', ('res_model', '=', False), ('user_id', '=', uid)]",{},mail.activity,main,"list,form",kanban,\N,\N,t
132,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Activity Plans""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                    Create an Activity Plan\\n                </p>\\n                <p>\\n                    Activity plans are used to assign a list of activities in just a few clicks\\n                    (e.g. \\""Onboarding\\"", \\""Prospect Follow-up\\"", \\""Project Milestone Meeting\\"", ...)\\n                </p>\\n            ""}",2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,382,\N,{},mail.activity.plan,current,"list,kanban,form",kanban,\N,\N,t
144,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Aliases""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,"{\n                    'search_default_active': True,\n                }\n            ",mail.alias,current,"list,form",kanban,\N,\N,t
55,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Customers""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a Contact in your address book\\n              </p><p>\\n                Odoo helps you track all activities related to your contacts.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-29 06:22:24.936134,\N,\N,80,128,\N,{'res_partner_search_mode': 'customer'},res.partner,current,"list,kanban,form,activity",kanban,\N,\N,t
56,\N,1,1,ir.actions.act_window,ecommerce-customers,action,"list,form","{""en_US"": ""Customers""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a new customer in your address book\\n              </p><p>\\n                Odoo helps you easily track all activities related to a customer.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-29 06:22:24.936134,\N,\N,80,\N,[],"{'res_partner_search_mode': 'customer', 'default_is_company': True}",res.partner,current,"list,kanban,form,activity",kanban,\N,t,t
57,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Vendors""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a new vendor in your address book\\n              </p><p>\\n                Odoo helps you easily track all activities related to a vendor.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-29 06:22:24.936134,\N,\N,80,\N,[],"{'res_partner_search_mode': 'supplier', 'default_is_company': True}",res.partner,current,"list,kanban,form,activity",kanban,\N,t,t
143,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Alias Domains""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.alias.domain,current,"list,form",kanban,\N,\N,t
145,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Mail Gateway Allowed""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.gateway.allowed,current,list,kanban,\N,\N,t
146,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Guests""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.guest,current,"list,form",kanban,\N,\N,t
147,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Message Reactions""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},mail.message.reaction,current,"list,form",kanban,\N,\N,t
148,\N,1,1,ir.actions.act_window,my-preferences,action,"list,form","{""en_US"": ""Change My Preferences""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,{},res.users,current,form,kanban,\N,\N,t
153,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Call History""}",\N,2026-03-18 05:03:38.577538,2026-03-29 06:22:24.936134,\N,\N,80,\N,\N,"{""create"": False}",discuss.call.history,current,"list,form",kanban,\N,\N,t
631,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Product Variants""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a new product variant\\n              </p><p>\\n                You must define a product for everything you sell or purchase,\\n                whether it's a storable product, a consumable or a service.\\n              </p>\\n            ""}",2026-03-18 05:32:08.430974,2026-03-29 06:23:22.248742,\N,\N,80,507,\N,"{""search_default_filter_to_purchase"": 1}",product.product,current,"list,kanban,form,activity",kanban,\N,\N,t
653,\N,1,1,ir.actions.act_window,maintenance-requests-analysis,action,"list,form","{""en_US"": ""Maintenance Requests Analysis""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new maintenance request\\n            </p><p>\\n                Follow the process of the request and communicate with the collaborator.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,\N,\N,80,\N,\N,"{\n            'search_default_active': True,\n        }",maintenance.request,current,"graph,pivot,kanban,list,form,calendar,activity",kanban,\N,\N,t
395,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Settings""}",\N,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,1071,\N,80,\N,\N,"{'module' : 'sale_management', 'bin_size': False}",res.config.settings,current,form,kanban,\N,\N,t
648,\N,1,1,ir.actions.act_window,maintenance-requests,action,"list,form","{""en_US"": ""Maintenance Requests""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new maintenance request\\n            </p><p>\\n                Follow the process of the request and communicate with the collaborator.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,1691,\N,80,\N,\N,"{\n            'search_default_active': True,\n            'default_user_id': uid\n        }",maintenance.request,current,"kanban,list,form,pivot,graph,calendar,activity",kanban,\N,\N,t
253,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Journal Items""}",\N,2026-03-18 05:04:07.882243,2026-03-29 06:22:49.558331,728,\N,80,\N,"[('display_type', 'not in', ('line_section', 'line_subsection', 'line_note'))]","{'journal_type':'general', 'search_default_group_by_move': 1, 'search_default_posted':1, 'create':0}",account.move.line,current,"list,pivot,graph,kanban",kanban,\N,\N,t
652,\N,1,1,ir.actions.act_window,maintenance-calendar,action,"list,form","{""en_US"": ""Maintenance Requests""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new maintenance request\\n            </p><p>\\n                Follow the process of the request and communicate with the collaborator.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,1695,\N,80,\N,\N,"{\n            'search_default_active': True,\n            'search_default_todo': True,\n        }",maintenance.request,current,"calendar,kanban,list,form,pivot,graph,activity",kanban,\N,\N,t
651,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Maintenance Requests""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new maintenance request\\n            </p><p>\\n                Follow the process of the request and communicate with the collaborator.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,\N,\N,80,\N,"[('maintenance_team_id', '=', active_id), ('maintenance_type', 'in', context.get('maintenance_type', ['preventive', 'corrective']))]","{\n            'search_default_active': True,\n            'search_default_maintenance_team_id': active_id,\n            'default_maintenance_team_id': active_id,\n        }",maintenance.request,current,"kanban,list,form,pivot,graph,calendar,activity",kanban,\N,\N,t
386,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Sales Analysis""}",\N,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,\N,\N,80,\N,\N,{},sale.report,current,"list,pivot,graph,form",kanban,\N,\N,t
383,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Sales Analysis By Salespersons""}","{""en_US"": ""<p>This report performs analysis on your quotations and sales orders. Analysis check your sales revenues and sort it by different group criteria (salesman, partner, product, etc.) Use this report to perform analysis on sales not having invoiced yet. If you want to analyse your turnover, you should use the Invoice Analysis report in the Accounting application.</p>""}",2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,1066,\N,80,1068,\N,"{'search_default_User': 1, 'group_by': 'user_id', 'search_default_filter_order_date': 1}",sale.report,current,"graph,pivot",kanban,\N,\N,t
650,736,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Maintenance Requests""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new maintenance request\\n            </p><p>\\n                Follow the process of the request and communicate with the collaborator.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,\N,\N,80,\N,"[('equipment_id', '=', active_id)]","{\n            'search_default_active': True,\n            'default_equipment_id': active_id,\n        }",maintenance.request,current,"kanban,list,form,pivot,graph,calendar,activity",kanban,\N,\N,t
658,\N,1,1,ir.actions.act_window,maintenance-teams,action,"list,form","{""en_US"": ""Teams""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n            Add a team in the maintenance request\\n          </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,\N,\N,80,1711,\N,{},maintenance.team,current,"list,kanban,form",kanban,\N,\N,t
649,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Maintenance Requests""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new maintenance request\\n            </p><p>\\n                Follow the process of the request and communicate with the collaborator.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,1691,\N,80,1688,\N,"{\n            'search_default_category_id': [active_id],\n            'search_default_active': True,\n            'default_category_id': active_id,\n        }",maintenance.request,current,"kanban,list,form,pivot,graph,calendar,activity",kanban,\N,\N,t
655,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Equipment""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a new equipment\\n            </p><p>\\n                Track equipment and link it to an employee or department.\\n                You will be able to manage allocations, issues and maintenance of your equipment.\\n            </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,1697,\N,80,1699,\N,"{\n            'search_default_category_id': [active_id],\n            'default_category_id': active_id,\n        }",maintenance.equipment,current,"kanban,list,form",kanban,\N,\N,t
659,\N,1,1,ir.actions.act_window,maintenance,action,"list,form","{""en_US"": ""Maintenance Teams""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n            Add a new stage in the maintenance request\\n          </p>\\n        ""}",2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,1710,\N,80,\N,\N,{},maintenance.team,current,"kanban,form",kanban,\N,\N,t
660,\N,1,1,ir.actions.act_window,maintenance-activity-types,action,"list,form","{""en_US"": ""Activity Types""}",\N,2026-03-18 05:32:49.623065,2026-03-29 06:22:33.53728,\N,\N,80,\N,"['|', ('res_model', '=', False), ('res_model', '=', 'maintenance.request')]",{'default_res_model': 'maintenance.request'},mail.activity.type,current,"list,kanban,form",kanban,\N,\N,t
186,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Price Rules""}",\N,2026-03-18 05:03:51.572879,2026-03-29 06:22:36.495786,\N,\N,80,\N,\N,{},product.pricelist.item,current,"list,form",kanban,\N,\N,t
187,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Vendor Pricelists""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                No vendor pricelist found\\n            </p><p>\\n                Register the prices requested by your vendors for each product, based on the quantity and the period.\\n            </p>\\n        ""}",2026-03-18 05:03:51.572879,2026-03-29 06:22:36.495786,\N,\N,80,\N,\N,"{'visible_product_tmpl_id': False, 'search_default_active_products': True}",product.supplierinfo,current,"list,form,kanban",kanban,\N,\N,t
188,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Products""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a new product\\n            </p><p>\\n                You must define a product for everything you sell or purchase,\\n                whether it's a storable product, a consumable or a service.\\n            </p>\\n        ""}",2026-03-18 05:03:51.572879,2026-03-29 06:22:36.495786,555,\N,80,506,\N,"{""search_default_filter_to_sell"":1}",product.template,current,"kanban,list,form",kanban,\N,\N,t
215,90,1,1,ir.actions.act_window,\N,action,form,"{""en_US"": ""Send SMS""}",\N,2026-03-18 05:03:57.809706,2026-03-29 06:22:43.268792,\N,\N,80,\N,\N,"{\n            'default_composition_mode': 'comment',\n            'default_res_id': active_id,\n        }",sms.composer,new,form,kanban,\N,\N,t
419,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Send and Print""}",\N,2026-03-18 05:04:37.883567,2026-03-29 06:24:53.886516,\N,\N,80,\N,\N,{},account_followup.manual_reminder,new,form,kanban,\N,\N,t
503,\N,1,1,ir.actions.act_window,accounts,action,"list,form","{""en_US"": ""Chart of Accounts""}",\N,2026-03-18 05:30:15.383766,2026-03-29 06:25:02.59204,758,\N,80,762,\N,{},account.account,current,list,kanban,\N,\N,t
212,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Template Preview""}",\N,2026-03-18 05:03:57.809706,2026-03-29 06:22:43.268792,638,\N,80,\N,\N,{'default_sms_template_id':active_id},sms.template.preview,new,form,kanban,\N,\N,t
213,446,1,1,ir.actions.act_window,\N,action,"list,kanban","{""en_US"": ""Reset SMS Template""}",\N,2026-03-18 05:03:57.809706,2026-03-29 06:22:43.268792,639,\N,80,\N,\N,{\n            'default_template_ids': active_ids\n        },sms.template.reset,new,form,kanban,\N,\N,t
508,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Close Loan Wizard""}",\N,2026-03-18 05:30:16.035455,2026-03-29 06:25:03.365038,1323,\N,80,\N,\N,{},account.loan.close.wizard,new,form,kanban,\N,\N,t
897,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Lazada Shops""}",\N,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343,\N,\N,80,\N,\N,{'search_default_filter_active': 1},lazada.shop,current,"list,form",kanban,\N,\N,t
241,\N,1,1,ir.actions.act_window,vendor-payments,action,"list,form","{""en_US"": ""Vendor Payments""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                  Register a payment\\n                </p><p>\\n                  Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.\\n                </p>\\n            ""}",2026-03-18 05:04:07.882243,2026-03-29 06:22:49.558331,713,\N,80,\N,\N,"{\n                'default_payment_type': 'outbound',\n                'default_partner_type': 'supplier',\n                'search_default_outbound_filter': 1,\n                'default_move_journal_types': ('bank', 'cash'),\n                'display_account_trust': True,\n            }",account.payment,current,"list,kanban,form,graph,activity",kanban,\N,\N,t
202,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Team Members""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Add a Team Member\\n            </p><p>\\n                Team Members are salespersons assigned to specific teams.\\n            </p>\\n        ""}",2026-03-18 05:03:54.972867,2026-03-29 06:22:55.489688,\N,\N,80,\N,\N,{},crm.team.member,current,"kanban,list,form",kanban,\N,\N,t
405,594,1,1,ir.actions.act_window,\N,action,"list,kanban","{""en_US"": ""Add/Remove Followers""}",\N,2026-03-18 05:04:33.38448,2026-03-29 06:23:41.334943,\N,\N,80,\N,\N,"{'default_res_model': 'sale.order', 'default_res_ids': active_ids}",mail.followers.edit,new,form,kanban,\N,\N,t
452,\N,1,1,ir.actions.act_window,contacts,action,"list,form","{""en_US"": ""Contacts""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n            Create a Contact in your address book\\n          </p><p>\\n            Odoo helps you track all activities related to your contacts.\\n          </p>\\n        ""}",2026-03-18 05:05:37.403866,2026-03-29 06:22:32.738868,\N,\N,80,128,\N,{'default_is_company': True},res.partner,current,"list,kanban,form,activity",kanban,\N,\N,t
425,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Quotation Templates""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create your quotation template\\n            </p><p>\\n                Use templates to create polished, professional quotes in minutes.\\n                Send these quotes by email and let your customers sign online.\\n                Use cross-selling and discounts to push and boost your sales.\\n            </p>\\n        ""}",2026-03-18 05:04:39.706647,2026-03-29 06:23:51.561886,\N,\N,80,\N,\N,{},sale.order.template,current,"list,form",kanban,\N,\N,t
