Evidence ID,Source Module,Manifest Name,Manifest Category,Version,Ownership Decision,Author Evidence,License Evidence,Ownership Evidence Status,Business Group,Function Candidate (Neutral),Function Role,Thailand Relevance,Declared Dependencies,Missing Dependencies,Database Evidence (Dump Tables),Duplicate Status,Functional Overlap Candidates (Baseline),Clean Room Status,Status
PS04-EXT-0034,oi_jasper_report,Jasper Report Integration,Extra Tools,19.0.1.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Openinside,OPL-1,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-19,External report engine integration,TECHNICAL-DEPENDENCY,GENERAL,mail|oi_action_file|oi_pdf_viewer|web,none,jasper_report;jasper_report_mail_template_rel;jasper_report_run,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0035,oi_pdf_viewer,PDF Viewer,Extra Tools,19.0.1.1.5,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Openinside,OPL-1,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-01,Embedded PDF viewing capability,TECHNICAL-DEPENDENCY,GENERAL,web,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0036,om_data_remove,SMEsPlus Remove Data,Tools,19.0.1.1,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),"Odoo Mates, Sunpop.cn",LGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-01,Controlled data cleanup utility,TECHNICAL-DEPENDENCY,GENERAL,base,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0037,order_line_sequence,Order Lines Sequence,Sales,19.0.1.0.1,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Yin Htay,AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-07,Order line numbering,SUPPORTING-FUNCTION,GENERAL,base|sale_management,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0038,partner_company_type,Partner Company Type,,19.0.1.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),"ACSONE SA/NV,Odoo Community Association (OCA)",AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-05,Partner company-type classification,SUPPORTING-FUNCTION,GENERAL,base|contacts,none,res_partner_company_type,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0039,partner_firstname,Partner first name and last name,Extra Tools,19.0.1.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),"Camptocamp, Grupo ESOC Ingeniería de Servicios, Tecnativa, LasLabs, ACSONE SA/NV",AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-05,Person name split (first/last name),SUPPORTING-FUNCTION,GENERAL,base_setup,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0040,payment_2c2p,2c2p Payment Acquirer,Website,19.0.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Webkul Software Pvt. Ltd.,Other proprietary,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-20,2C2P payment gateway integration,INTEGRATION-FUNCTION,HIGH,payment|website_sale,none,not confirmed at table level,NO-NAME-DUPLICATE,payment_stripe|payment_paypal|payment_razorpay,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0041,print_payment_remittance_adviec,Print payment remittance adviec,Report Designer,19.0.1.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"SMEsPlus Co.,Ltd",not declared,CONSISTENT-COMPANY-AUTHORED,BG-03,Payment remittance advice printing,REPORTING-FUNCTION,GENERAL,account,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0042,print_voucher_request,Voucher Request,Report Designer,19.0.1.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"SMEsPlus Co.,Ltd",not declared,CONSISTENT-COMPANY-AUTHORED,BG-03,Payment voucher request printing,REPORTING-FUNCTION,GENERAL,account,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0043,product_brand_sale,Product Brand in Sale,Sales,19.0.1.0.1,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Cybrosys Techno Solutions,AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-06,Product brand management in sales,SUPPORTING-FUNCTION,GENERAL,account|base|hr|sale_management|sales_team|website|website_sale,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0044,product_category_filter,Product Category Filter,Product,19.0.1.0.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,AGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-06,Product category filtering,SUPPORTING-FUNCTION,GENERAL,product|stock,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0045,product_sequence,Product Sequence,SMEsPlus,19.0.1.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"SMEsPlus Co.,Ltd",LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-06,Product internal reference numbering,SUPPORTING-FUNCTION,GENERAL,base|product,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0046,product_stock_equipment,Equipment Product Stock,Stock,19.0.1.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Scg-Legacy,not declared,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-10,Product-to-equipment linkage,SUPPORTING-FUNCTION,GENERAL,hr|maintenance|product|stock,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0047,product_variant_reference,19_product(variant)_referece,,19.0.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Yin Htay,OPL-1,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-06,Product variant reference numbering,SUPPORTING-FUNCTION,GENERAL,base|product,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0048,purchase_discount_catalog,Purchase Order - Discount Wizard Catalog,Purchase,1.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"MPP, SMEsPlus Co.,Ltd",OPL-1,CONSISTENT-COMPANY-AUTHORED,BG-08,Purchase discount catalog,SUPPORTING-FUNCTION,GENERAL,purchase,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0049,purchase_order_lines_discount,Purchase Discount|Purchase Fixed Discount|Purchase Percentage Discount,Purchase Management,19.0.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Sayed Hassan,AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-08,Purchase order line discount,SUPPORTING-FUNCTION,GENERAL,base|purchase,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0050,purchase_request,Purchase Request,Purchase Management,19.0.1.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),"ForgeFlow, Odoo Community Association (OCA)",LGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-08,Internal purchase request and allocation process,MAIN-FUNCTION,GENERAL,hr|product|project|purchase|purchase_stock|smesplus_uom_ext,none,purchase_request;purchase_request_allocation;purchase_request_level_reject;purchase_request_line;purchase_request_line_make_purchase_order,NO-NAME-DUPLICATE,purchase_requisition,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0051,report_xlsx,Base report xlsx,Reporting,19.0.1.0.1,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),"ACSONE SA/NV,Creu Blanca,Odoo Community Association (OCA)",AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-19,Spreadsheet report rendering engine,TECHNICAL-DEPENDENCY,GENERAL,base|web,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0052,report_xlsx_helper,Report xlsx helpers,Reporting,19.0.1.0.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),"Noviat, Odoo Community Association (OCA)",AGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-19,Spreadsheet report helper utilities,TECHNICAL-DEPENDENCY,GENERAL,report_xlsx,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0053,sale_gross_profit_record,Sale Gross Profit Records ( Not depend sale_fixed_discount ),Sale,19.0.1.1,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Moe Pa Pa,LGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-07,Sales gross profit visibility,REPORTING-FUNCTION,GENERAL,sale,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0054,sale_order_line_price_history,Sale Order Line Price History,Sales Management,19.0.1.1.4,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"SMEsPlus Co.,Ltd",AGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-07,Sales price history reference,SUPPORTING-FUNCTION,GENERAL,sale,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0055,sale_productinfo_ext,Sale Product Information Customization Module,Sales,19.0.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),,not declared,CONSISTENT-COMPANY-AUTHORED,BG-07,Extended product information on sales documents,SUPPORTING-FUNCTION,GENERAL,sale,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0056,smesplus_account_reports,SMEsPlus Account Reports,Accounting,19.0.1.4,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-03,Financial report presentation extension,REPORTING-FUNCTION,GENERAL,account|account_reports|smesplus_tax_period_date,none,not confirmed at table level,NO-NAME-DUPLICATE,account_reports,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0057,smesplus_advance_expense_request,Employee Advance Expense Request,Human Resources,19.0.1.0.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-03,Employee advance and expense request process,MAIN-FUNCTION,GENERAL,account_asset|hr_expense|purchase,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0058,smesplus_custom_title_and_favicon,Custom Title and Favicon,,19.0.0.0.2,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-01,Application branding (title and favicon),OPTIONAL,GENERAL,web,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0059,smesplus_inventory_lot_filter,SMEsPlus Stock Lot/Serial Filter,Supply Chain/Inventory,19.0.1.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-09,Inventory lot filtering,SUPPORTING-FUNCTION,GENERAL,base|mrp|stock,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0060,smesplus_product_image,SMEsPlus Product Image in Lines,Sales,19.0.1.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,not declared,CONSISTENT-COMPANY-AUTHORED,BG-06,Product image handling extension,SUPPORTING-FUNCTION,GENERAL,account|purchase|sale|stock,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0061,smesplus_purchase_advance_payment,Purchase Advance Payment,Accounting,1.0.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-08,Purchase advance payment handling,SUPPORTING-FUNCTION,GENERAL,purchase,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0062,smesplus_so_section_bydivision,smesplus_so_section_bydivision,Sales,18.0.1.0.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-07,Sales order sectioning by division,SUPPORTING-FUNCTION,GENERAL,product_brand_sale|sale|website_sale|website_sale_loyalty,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0063,smesplus_sol_global_discount,smesplus_sol_global_discount,Sale,19.0.1.0.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-07,Global discount on sales order,SUPPORTING-FUNCTION,GENERAL,sale,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0064,smesplus_special_access_rights,smesplus_special_access_rights,Uncategorized,19.0.1.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"SMEsPlus Co.,Ltd",not declared,CONSISTENT-COMPANY-AUTHORED,BG-01,Extended access-rights restriction,SECURITY-CONTROL-FUNCTION,GENERAL,base,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0065,smesplus_tax_period_date,Tax Period Date,Accounting,19.0.0.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),SMEsPlus,LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-03,Tax period date control for tax reporting,CONFIGURATION-FUNCTION,HIGH,account,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0066,smesplus_uom_ext,Units of measure,Sales/Sales,19.0.1.0,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),,not declared,CONSISTENT-COMPANY-AUTHORED,BG-06,Unit-of-measure extension,SUPPORTING-FUNCTION,GENERAL,product|sale|uom,none,not confirmed at table level,NO-NAME-DUPLICATE,uom,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0067,tracking_history,User Tracking Records ( Customization ),Mail Activity,19.0.1.1,COMPANY-AUTHORED SMEsPlus SOURCE - Clean Room Functional Learning reference (Boss decision STEP040101 2026-07-15),"MPP, SMEsPlus Co.,Ltd",LGPL-3,CONSISTENT-COMPANY-AUTHORED,BG-09,Shipment tracking history,SUPPORTING-FUNCTION,GENERAL,mail,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0068,web_window_title,Web Window Title,Extra Tools,19.0.0.0.1,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),renjie <i@renjie.me>,LGPL-3,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-01,Browser window title customization,OPTIONAL,GENERAL,base_setup,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
PS04-EXT-0069,wk_redis_session,Redis Session Store,Extra Tools,19.0.1.0,LAWFULLY ACQUIRED THIRD-PARTY REFERENCE EVIDENCE - copyright remains with author; authorized for Clean Room Functional Learning only (Boss decision STEP040101 2026-07-15),Webkul Software Pvt. Ltd.,Other proprietary,THIRD-PARTY-ORIGIN-EVIDENCE / LAWFULLY-ACQUIRED-REFERENCE (GAP-007 RESOLVED FOR FUNCTIONAL LEARNING); COPYRIGHT/LICENSE CONDITIONS REMAIN APPLICABLE,BG-01,External session-store infrastructure,TECHNICAL-DEPENDENCY,GENERAL,base|base_setup,none,not confirmed at table level,NO-NAME-DUPLICATE,none identified,CLEAN - manifest metadata only,AUTHORIZED-FOR-CLEAN-ROOM-FUNCTIONAL-LEARNING; CONTROLLED-DELTA-INTAKE-PENDING
